benchmark,cwe,marker,fuzz_time,expl_time,total_time,taintpath,exploit,
results/nodemedic/20240906-vulcan/node-df/node-df-0.1.4_NodeMedic,CWE-78,Exited 0,0.,0.,7.73069977,false,false,
results/nodemedic/20240906-vulcan/treekill/treekill-1.0.0_NodeMedic,CWE-78,Exited 0,62.195,0.,110.235816467,false,false,
results/nodemedic/20240906-vulcan/libnested/libnested-1.5.1_NodeMedic,CWE-471,Exited 0,0.,0.,15.470084612,false,false,
results/nodemedic/20240906-vulcan/thenify/thenify-3.3.0_NodeMedic,CWE-94,Exited 0,0.,0.,7.344488813,false,false,
results/nodemedic/20240906-vulcan/lodash/lodash-4.17.4_NodeMedic,CWE-471,Exited 0,0.,0.,9.759692238,false,false,
results/nodemedic/20240906-vulcan/lodash/lodash-4.17.11_NodeMedic,CWE-471,Exited 0,0.,0.,9.773696816,false,false,
results/nodemedic/20240906-vulcan/jsgui-lang-essentials/jsgui-lang-essentials-0.4.3_NodeMedic,CWE-471,Exited 0,0.,0.,10.688803557,false,false,
results/nodemedic/20240906-vulcan/kill-port/kill-port-1.3.1_NodeMedic,CWE-78,Exited 0,0.,0.,8.700116014,false,false,
results/nodemedic/20240906-vulcan/deep-get-set/deep-get-set-1.1.1_NodeMedic,CWE-471,Exited 0,0.,0.,10.793646488,false,false,
results/nodemedic/20240906-vulcan/git-promise/git-promise-1.0.0_NodeMedic,CWE-78,Exited 0,0.,0.,12.804012848,false,false,
results/nodemedic/20240906-vulcan/convict/convict-6.2.2_NodeMedic,CWE-471,Exited 0,0.,0.,11.004692732,false,false,
results/nodemedic/20240906-vulcan/mpath/mpath-0.4.1_NodeMedic,CWE-471,Exited 0,0.,0.,13.284451751,false,false,
results/nodemedic/20240906-vulcan/marsdb/marsdb-0.6.11_NodeMedic,CWE-94,Exited 0,0.,0.,10.26812033,false,false,
results/nodemedic/20240906-vulcan/http-server-node/http-server-node-1.0.2_NodeMedic,CWE-22,Exited 0,0.,0.,9.629367224,false,false,
results/nodemedic/20240906-vulcan/giting/giting-0.0.8_NodeMedic,CWE-78,Exited 0,0.,0.,20.805538661,false,false,
results/nodemedic/20240906-vulcan/mobile-icon-resizer/mobile-icon-resizer-0.4.2_NodeMedic,CWE-94,Exited 0,0.,0.,22.802565806,false,false,
results/nodemedic/20240906-vulcan/s3-uploader/s3-uploader-2.0.3_NodeMedic,CWE-78,Exited 0,0.,0.,8.795596228,false,false,
results/nodemedic/20240906-vulcan/ungit/ungit-0.8.4_NodeMedic,CWE-78,Exited 0,0.,0.,9.823736006,false,false,
results/nodemedic/20240906-vulcan/underscore/underscore-1.3.2_NodeMedic,CWE-94,Exited 0,0.,0.,8.330909151,false,false,
results/nodemedic/20240906-vulcan/wangguojing123/wangguojing123-1.3.0_NodeMedic,CWE-22,Exited 0,0.,0.,9.075589817,false,false,
results/nodemedic/20240906-vulcan/blamer/blamer-0.1.13_NodeMedic,CWE-78,Exited 0,0.,0.,28.105303404,false,false,
results/nodemedic/20240906-vulcan/just-extend/just-extend-3.0.0_NodeMedic,CWE-471,Exited 0,0.,0.,8.900439516,false,false,
results/nodemedic/20240906-vulcan/buttle/buttle-0.3.1_NodeMedic,CWE-78,Exited 0,120.09,0.,166.695958105,false,false,
results/nodemedic/20240906-vulcan/google-it/google-it-1.6.2_NodeMedic,CWE-78,Exited 0,0.,0.,68.785042278,false,false,
results/nodemedic/20240906-vulcan/git-pull-or-clone/git-pull-or-clone-2.0.1_NodeMedic,CWE-78,Exited 0,0.,0.,30.518778983,false,false,
results/nodemedic/20240906-vulcan/mathjs/mathjs-3.16.5_NodeMedic,CWE-94,Exited 0,0.,0.,10.313137029,false,false,
results/nodemedic/20240906-vulcan/deep-setter/deep-setter-1.0.1_NodeMedic,CWE-471,Exited 0,0.,0.,10.331736127,false,false,
results/nodemedic/20240906-vulcan/windows-cpu/windows-cpu-0.1.4_NodeMedic,CWE-78,Exited 0,0.,0.,7.805606203,false,false,
results/nodemedic/20240906-vulcan/hot-formula-parser/hot-formula-parser-3.0.0_NodeMedic,CWE-94,Exited 0,0.,0.,8.711062736,false,false,
results/nodemedic/20240906-vulcan/priest-runner/priest-runner-0.3.12_NodeMedic,CWE-78,Exited 0,0.,0.,9.394891114,false,false,
results/nodemedic/20240906-vulcan/gitsome/gitsome-0.2.3_NodeMedic,CWE-78,Exited 0,15.007,5.548,65.186421826,true,false,
results/nodemedic/20240906-vulcan/utils-extend/utils-extend-1.0.8_NodeMedic,CWE-471,Exited 0,0.,0.,7.995640082,false,false,
results/nodemedic/20240906-vulcan/soletta-dev-app/soletta-dev-app-0.0.7_NodeMedic,CWE-78,Exited 0,0.,0.,10.124986138,false,false,
results/nodemedic/20240906-vulcan/larvitbase-www/larvitbase-www-0.7.5_NodeMedic,CWE-22,Exited 0,0.,0.,15.72531051,false,false,
results/nodemedic/20240906-vulcan/gitlabhook/gitlabhook-0.0.17_NodeMedic,CWE-78,Exited 0,0.,0.,9.811057912,false,false,
results/nodemedic/20240906-vulcan/deap/deap-1.0.0_NodeMedic,CWE-471,Exited 0,0.,0.,11.005476845,false,false,
results/nodemedic/20240906-vulcan/pdfinfojs/pdfinfojs-0.4.0_NodeMedic,CWE-78,Exited 0,0.,0.,18.347112254,false,false,
results/nodemedic/20240906-vulcan/egg-scripts/egg-scripts-2.8.0_NodeMedic,CWE-78,Exited 0,120.115,0.,231.715913631,false,false,
results/nodemedic/20240906-vulcan/pidusage/pidusage-1.1.4_NodeMedic,CWE-78,Exited 0,0.,0.,7.41279234,false,false,
results/nodemedic/20240906-vulcan/merge/merge-1.2.0_NodeMedic,CWE-471,Exited 0,0.,0.,9.370359325,false,false,
results/nodemedic/20240906-vulcan/bodymen/bodymen-1.0.0_NodeMedic,CWE-471,Exited 0,0.,0.,18.480006499,false,false,
results/nodemedic/20240906-vulcan/push-dir/push-dir-0.4.1_NodeMedic,CWE-78,Exited 0,0.,0.,16.41381725,false,false,
results/nodemedic/20240906-vulcan/sahmat/sahmat-1.0.1_NodeMedic,CWE-471,Exited 0,0.,0.,9.841342387,false,false,
results/nodemedic/20240906-vulcan/mosc/mosc-1.0.0_NodeMedic,CWE-94,Exited 0,0.,0.,21.798522071,false,false,
results/nodemedic/20240906-vulcan/protobufjs/protobufjs-6.11.0_NodeMedic,CWE-471,Exited 0,0.,0.,8.063581335,false,false,
results/nodemedic/20240906-vulcan/node-extend/node-extend-0.2.0_NodeMedic,CWE-94,Exited 0,0.,0.,8.815044881,false,false,
results/nodemedic/20240906-vulcan/get-setter/get-setter-0.0.0_NodeMedic,CWE-471,Exited 0,0.,0.,9.438826666,false,false,
results/nodemedic/20240906-vulcan/install-package/install-package-0.4.0_NodeMedic,CWE-78,Exited 0,8.697,20.517,64.125658111,true,false,
results/nodemedic/20240906-vulcan/safer-eval/safer-eval-1.3.3_NodeMedic,CWE-94,Exited 0,0.,0.,8.101513338,false,false,
results/nodemedic/20240906-vulcan/strong-nginx-controller/strong-nginx-controller-1.0.2_NodeMedic,CWE-78,Exited 0,0.,0.,55.557266195,false,false,
results/nodemedic/20240906-vulcan/opencv/opencv-6.0.0_NodeMedic,CWE-78,Exited 0,0.,0.,11.851010183,false,false,
results/nodemedic/20240906-vulcan/bassmaster/bassmaster-1.5.1_NodeMedic,CWE-94,Exited 0,0.,0.,12.485877731,false,false,
results/nodemedic/20240906-vulcan/@strikeentco/@strikeentco-1.0.0_NodeMedic,CWE-XYZ,Exited 0,0.,0.,31.332961295,false,false,
results/nodemedic/20240906-vulcan/klona/klona-1.1.0_NodeMedic,CWE-471,Exited 0,0.,0.,15.612870229,false,false,
results/nodemedic/20240906-vulcan/ascii-art/ascii-art-1.4.2_NodeMedic,CWE-78,Exited 0,0.,0.,31.408928904,false,false,
results/nodemedic/20240906-vulcan/node-rules/node-rules-4.0.2_NodeMedic,CWE-94,Exited 0,0.,0.,13.978887466,false,false,
results/nodemedic/20240906-vulcan/node-rules/node-rules-3.0.0_NodeMedic,CWE-94,Exited 0,19.598,5.548,50.347165151,true,false,
results/nodemedic/20240906-vulcan/git-tags-remote/git-tags-remote-1.0.3_NodeMedic,CWE-78,Exited 0,15.353,5.134,78.698143127,true,false,
results/nodemedic/20240906-vulcan/notevil/notevil-1.3.3_NodeMedic,CWE-471,Exited 0,0.,0.,17.622432325,false,false,
results/nodemedic/20240906-vulcan/git/git-0.1.5_NodeMedic,CWE-78,Exited 0,0.,0.,13.598999014,false,false,
results/nodemedic/20240906-vulcan/effect/effect-1.0.4_NodeMedic,CWE-78,Exited 0,0.,0.,11.505915405,false,false,
results/nodemedic/20240906-vulcan/reduce-css-calc/reduce-css-calc-1.2.4_NodeMedic,CWE-94,Exited 0,0.,0.,6.766018033,false,false,
results/nodemedic/20240906-vulcan/dns-sync/dns-sync-0.1.0_NodeMedic,CWE-78,Exited 0,120.185,0.,148.760121864,false,false,
results/nodemedic/20240906-vulcan/getsetdeep/getsetdeep-4.12.0_NodeMedic,CWE-471,Exited 0,0.,0.,8.760496022,false,false,
results/nodemedic/20240906-vulcan/git-interface/git-interface-2.1.1_NodeMedic,CWE-78,Exited 0,0.,0.,13.258814634,false,false,
results/nodemedic/20240906-vulcan/lifion-verify-deps/lifion-verify-deps-1.1.0_NodeMedic,CWE-78,Exited 0,120.116,0.,202.34689701,false,false,
results/nodemedic/20240906-vulcan/macaddress/macaddress-0.2.8_NodeMedic,CWE-78,Exited 0,0.,0.,10.366524924,false,false,
results/nodemedic/20240906-vulcan/ini-parser/ini-parser-0.0.2_NodeMedic,CWE-471,Exited 0,0.,0.,14.91574262,false,false,
results/nodemedic/20240906-vulcan/node.extend/node.extend-2.0.0_NodeMedic,CWE-471,Exited 0,0.,0.,8.550319214,false,false,
results/nodemedic/20240906-vulcan/assign-deep/assign-deep-0.4.6_NodeMedic,CWE-471,Exited 0,0.,0.,31.400867256,false,false,
results/nodemedic/20240906-vulcan/assign-deep/assign-deep-0.4.8_NodeMedic,CWE-471,Exited 0,0.,0.,12.485120833,false,false,
results/nodemedic/20240906-vulcan/madge/madge-4.0.0_NodeMedic,CWE-78,Exited 0,0.,0.,11.061196966,false,false,
results/nodemedic/20240906-vulcan/mout/mout-1.2.3_NodeMedic,CWE-471,Exited 0,0.,0.,8.51553371,false,false,
results/nodemedic/20240906-vulcan/merge-options/merge-options-1.0.0_NodeMedic,CWE-471,Exited 0,0.,0.,8.575753502,false,false,
results/nodemedic/20240906-vulcan/karma-mojo/karma-mojo-1.0.1_NodeMedic,CWE-78,Exited 0,0.,0.,30.465654018,false,false,
results/nodemedic/20240906-vulcan/wxchangba/wxchangba-1.0.3_NodeMedic,CWE-78,Exited 0,0.,0.,7.958358205,false,false,
results/nodemedic/20240906-vulcan/dset/dset-3.1.1_NodeMedic,CWE-471,Exited 0,0.,0.,11.465259411,false,false,
results/nodemedic/20240906-vulcan/meta-git/meta-git-1.1.3_NodeMedic,CWE-78,Exited 0,120.106,0.,203.552149366,false,false,
results/nodemedic/20240906-vulcan/gm/gm-1.20.0_NodeMedic,CWE-78,Exited 0,0.,0.,10.272993289,false,false,
results/nodemedic/20240906-vulcan/mithril/mithril-2.0.1_NodeMedic,CWE-471,Exited 0,0.,0.,9.809463593,false,false,
results/nodemedic/20240906-vulcan/flat-wrap/flat-wrap-1.0.2_NodeMedic,CWE-471,Exited 0,0.,0.,10.803750386,false,false,
results/nodemedic/20240906-vulcan/@apollo/@apollo-0.6.1_NodeMedic,CWE-XYZ,Exited 0,0.,0.,31.369908359,false,false,
results/nodemedic/20240906-vulcan/merge-deep/merge-deep-3.0.0_NodeMedic,CWE-471,Exited 0,0.,0.,9.846183354,false,false,
results/nodemedic/20240906-vulcan/deep-extend/deep-extend-0.5.0_NodeMedic,CWE-471,Exited 0,0.,0.,10.839270586,false,false,
results/nodemedic/20240906-vulcan/lodash.merge/lodash.merge-4.6.0_NodeMedic,CWE-471,Exited 0,0.,0.,9.076685523,false,false,
results/nodemedic/20240906-vulcan/traceroute/traceroute-1.0.0_NodeMedic,CWE-78,Exited 0,8.386,10.634,59.08586905,true,false,
results/nodemedic/20240906-vulcan/defaults-deep/defaults-deep-0.2.3_NodeMedic,CWE-471,Exited 0,0.,0.,10.245603769,false,false,
results/nodemedic/20240906-vulcan/defaults-deep/defaults-deep-0.2.4_NodeMedic,CWE-471,Exited 0,0.,0.,10.03073993,false,false,
results/nodemedic/20240906-vulcan/ps/ps-0.0.2_NodeMedic,CWE-78,Exited 0,0.,0.,9.244685354,false,false,
results/nodemedic/20240906-vulcan/merge-recursive/merge-recursive-0.0.3_NodeMedic,CWE-471,Exited 0,0.,0.,9.959105749,false,false,
results/nodemedic/20240906-vulcan/larvitbase-api/larvitbase-api-0.5.2_NodeMedic,CWE-94,Exited 0,0.,0.,15.712941162,false,false,
results/nodemedic/20240906-vulcan/wizard-syncronizer/wizard-syncronizer-0.0.1_NodeMedic,CWE-78,Exited 0,41.742,0.,69.379458865,false,false,
results/nodemedic/20240906-vulcan/serve-here/serve-here-3.1.0_NodeMedic,CWE-22,Exited 0,0.,0.,9.013947276,false,false,
results/nodemedic/20240906-vulcan/extend/extend-3.0.1_NodeMedic,CWE-471,Exited 0,0.,0.,10.545204828,false,false,
results/nodemedic/20240906-vulcan/fs-git/fs-git-1.0.1_NodeMedic,CWE-78,Exited 0,0.,0.,9.19556433,false,false,
results/nodemedic/20240906-vulcan/morgan/morgan-1.9.0_NodeMedic,CWE-94,Exited 0,0.,0.,7.979426395,false,false,
results/nodemedic/20240906-vulcan/@hapi/@hapi-7.0.2_NodeMedic,CWE-XYZ,Exited 0,0.,0.,31.334105057,false,false,
results/nodemedic/20240906-vulcan/mergify/mergify-1.0.2_NodeMedic,CWE-471,Exited 0,0.,0.,10.416729376,false,false,
results/nodemedic/20240906-vulcan/lutils-merge/lutils-merge-0.2.6_NodeMedic,CWE-471,Exited 0,0.,0.,9.958235309,false,false,
results/nodemedic/20240906-vulcan/simple-npm-registry/simple-npm-registry-0.0.4_NodeMedic,CWE-22,Exited 0,0.,0.,7.671785927,false,false,
results/nodemedic/20240906-vulcan/libnmap/libnmap-0.4.15_NodeMedic,CWE-78,Exited 0,0.,0.,9.907923954,false,false,
results/nodemedic/20240906-vulcan/op-browser/op-browser-1.0.9_NodeMedic,CWE-78,Exited 0,0.,0.,9.487943276,false,false,
results/nodemedic/20240906-vulcan/lodash.defaultsdeep/lodash.defaultsdeep-4.6.0_NodeMedic,CWE-471,Exited 0,0.,0.,8.875674654,false,false,
results/nodemedic/20240906-vulcan/syntax-error/syntax-error-1.1.0_NodeMedic,CWE-94,Exited 0,0.,0.,7.851592605,false,false,
results/nodemedic/20240906-vulcan/madlib-object-utils/madlib-object-utils-0.1.7_NodeMedic,CWE-471,Exited 0,0.,0.,11.251241141,false,false,
results/nodemedic/20240906-vulcan/safetydance/safetydance-1.1.1_NodeMedic,CWE-471,Exited 0,0.,0.,7.875846274,false,false,
results/nodemedic/20240906-vulcan/lodash.mergewith/lodash.mergewith-4.6.1_NodeMedic,CWE-471,Exited 0,0.,0.,9.136039206,false,false,
results/nodemedic/20240906-vulcan/lodash.mergewith/lodash.mergewith-4.6.0_NodeMedic,CWE-471,Exited 0,0.,0.,9.076100436,false,false,
results/nodemedic/20240906-vulcan/nconf/nconf-0.11.3_NodeMedic,CWE-471,Exited 0,95.309,0.,127.885952581,false,false,
results/nodemedic/20240906-vulcan/umount/umount-1.1.6_NodeMedic,CWE-78,Exited 0,0.,0.,32.281861714,false,false,
results/nodemedic/20240906-vulcan/expressfs/expressfs-0.2.10_NodeMedic,CWE-78,Exited 0,0.,0.,10.769577257,false,false,
results/nodemedic/20240906-vulcan/diskusage-ng/diskusage-ng-0.2.4_NodeMedic,CWE-78,Exited 0,8.002,10.702,56.066305138,true,false,
results/nodemedic/20240906-vulcan/accesslog/accesslog-0.0.2_NodeMedic,CWE-94,Exited 0,0.,0.,44.071205924,false,false,
results/nodemedic/20240906-vulcan/git-add-remote/git-add-remote-1.0.0_NodeMedic,CWE-78,Exited 0,91.722,0.,127.78000535,false,false,
results/nodemedic/20240906-vulcan/querymen/querymen-2.1.4_NodeMedic,CWE-471,Exited 0,0.,0.,7.738009333,false,false,
results/nodemedic/20240906-vulcan/jscover/jscover-1.0.0_NodeMedic,CWE-78,Exited 0,13.042,20.397,55.628700335,true,false,
results/nodemedic/20240906-vulcan/pullit/pullit-1.3.0_NodeMedic,CWE-78,Exited 0,94.063,0.,143.370435475,false,false,
results/nodemedic/20240906-vulcan/whereis/whereis-0.4.0_NodeMedic,CWE-78,Exited 0,0.,0.,7.770095441,false,false,
results/nodemedic/20240906-vulcan/pdf-image/pdf-image-1.0.5_NodeMedic,CWE-78,Exited 0,92.063,0.,113.73221845,false,false,
results/nodemedic/20240906-vulcan/dexie/dexie-3.2.1_NodeMedic,CWE-471,Exited 0,0.,0.,10.030265627,false,false,
results/nodemedic/20240906-vulcan/sds/sds-3.2.0_NodeMedic,CWE-471,Exited 0,0.,0.,8.072607788,false,false,
results/nodemedic/20240906-vulcan/sds/sds-4.4.0_NodeMedic,CWE-471,Exited 0,0.,0.,8.516550432,false,false,
results/nodemedic/20240906-vulcan/pi_video_recording/pi_video_recording-1.0.1_NodeMedic,CWE-78,Exited 0,0.,0.,81.699054337,false,false,
results/nodemedic/20240906-vulcan/command-exists/command-exists-1.2.3_NodeMedic,CWE-78,Exited 0,8.374,15.655,52.08579136,true,false,
results/nodemedic/20240906-vulcan/mixin-deep/mixin-deep-1.3.0_NodeMedic,CWE-471,Exited 0,0.,0.,7.792253464,false,false,
results/nodemedic/20240906-vulcan/@rkesters/@rkesters-0.0.2_NodeMedic,CWE-XYZ,Exited 0,0.,0.,31.409413917,false,false,
results/nodemedic/20240906-vulcan/kill-port-process/kill-port-process-2.2.0_NodeMedic,CWE-78,Exited 0,0.,0.,33.146248102,false,false,
results/nodemedic/20240906-vulcan/minimist/minimist-1.2.2_NodeMedic,CWE-471,Exited 0,0.,0.,8.898563711,false,false,
results/nodemedic/20240906-vulcan/node-key-sender/node-key-sender-1.0.11_NodeMedic,CWE-78,Exited 0,9.257,5.067,23.877587306,true,false,
results/nodemedic/20240906-vulcan/dot/dot-1.1.2_NodeMedic,CWE-94,Exited 0,0.,0.,11.515192154,false,false,
results/nodemedic/20240906-vulcan/npm-programmatic/npm-programmatic-0.0.12_NodeMedic,CWE-78,Exited 0,18.096,6.101,46.155961681,true,false,
results/nodemedic/20240906-vulcan/qs/qs-6.2.2_NodeMedic,CWE-471,Exited 0,0.,0.,7.965243852,false,false,
results/nodemedic/20240906-vulcan/smart-extend/smart-extend-1.7.4_NodeMedic,CWE-471,Exited 0,0.,0.,7.925815749,false,false,
results/nodemedic/20240906-vulcan/npm-lockfile/npm-lockfile-2.0.3_NodeMedic,CWE-78,Exited 0,0.,0.,9.138732991,false,false,
results/nodemedic/20240906-vulcan/addax/addax-1.0.6_NodeMedic,CWE-78,Exited 0,0.,0.,44.038258761,false,false,
results/nodemedic/20240906-vulcan/hoek/hoek-5.0.2_NodeMedic,CWE-471,Exited 0,0.,0.,11.687125304,false,false,
results/nodemedic/20240906-vulcan/total.js/total.js-3.4.8_NodeMedic,CWE-94,Exited 0,0.,0.,7.737605335,false,false,
results/nodemedic/20240906-vulcan/json8-merge-patch/json8-merge-patch-1.0.2_NodeMedic,CWE-471,Exited 0,0.,0.,9.941336205,false,false,
results/nodemedic/20240906-vulcan/react-dev-utils/react-dev-utils-5.0.1_NodeMedic,CWE-78,Exited 0,0.,0.,6.69798078,false,false,
results/nodemedic/20240906-vulcan/entitlements/entitlements-1.2.0_NodeMedic,CWE-78,Exited 0,13.28,10.364,54.02278292,true,false,
results/nodemedic/20240906-vulcan/set-in/set-in-2.0.1_NodeMedic,CWE-471,Exited 0,0.,0.,8.146406127,false,false,
